Review ID,Month,Property ID,Property Address,Borough,Neighborhood,Asset Type,Property Manager,Finding Owner,Review Type,Issue Category,Severity,Status,Finding Description,Recommendation,Recommended Follow-Up Priority
REV-0001300,2025-11-01,PROP-0133,9 BARROW STREET,Manhattan,GREENWICH VILLAGE-WEST,Residential Condo,Cameron Brooks,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-11-01. Expense variance 17.3%; income variance -6.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000637,2025-11-01,PROP-0139,898 BEDFORD AVENUE,Brooklyn,BEDFORD STUYVESANT,Multifamily Condo,Cameron Brooks,Morgan Patel,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0139-11-08440 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000694,2025-11-01,PROP-0171,25 CENTRAL PARK WEST,Manhattan,UPPER WEST SIDE (59-79),Mixed-Use Condo,Cameron Brooks,Jordan Lee,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0171-11-10347 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000913,2025-11-01,PROP-0060,200 EAST 58 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Casey Rivera,Jordan Lee,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0060-11-03679 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0002190,2025-11-01,PROP-0060,200 EAST 58 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Casey Rivera,Samira Khan,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Tenant Request work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001293,2025-11-01,PROP-0131,139-30 34 AVENUE,Queens,FLUSHING-NORTH,Multifamily Condo,Casey Rivera,Cameron Brooks,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-11-01. Expense variance 16.1%; income variance -2.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000739,2025-11-01,PROP-0160,64-86 WETHEROLE STREET,Queens,15TH Q QUEENS,Mixed-Use Condo,Casey Rivera,Riley Chen,Vendor Invoice Review,Approval status: Rejected,Medium,Open,Invoice INV-0160-11-09666 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000907,2025-11-01,PROP-0170,465 WEST 23 STREET,Manhattan,CHELSEA,Mixed-Use Condo,Casey Rivera,Casey Rivera,Vendor Invoice Review,Missing GL code,Medium,In Review,Invoice INV-0170-11-10284 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001408,2025-11-01,PROP-0014,56-16 SEABURY STREET,Queens,ELMHURST,Multifamily Condo,Drew Thompson,Nadia Williams,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-11-01. Expense variance 12.4%; income variance -3.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000661,2025-11-01,PROP-0023,150 FEATHERBED LANE,Bronx,HIGHBRIDGE/MORRIS HEIGHTS,Multifamily Condo,Drew Thompson,Riley Chen,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0023-11-01443 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001462,2025-11-01,PROP-0025,100 STERLING PLACE,Brooklyn,PARK SLOPE,Multifamily Condo,Drew Thompson,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-11-01. Expense variance 4.8%; income variance -9.4%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001670,2025-11-01,PROP-0083,112-45 39 AVENUE,Queens,75TH Q QUEENS,Multifamily Condo,Drew Thompson,Morgan Patel,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-11-01. Expense variance -7.2%; income variance -10.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001487,2025-11-01,PROP-0096,302 BROOME STREET,Manhattan,LOWER EAST SIDE,Multifamily Condo,Drew Thompson,Samira Khan,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-11-01. Expense variance 12.9%; income variance -2.1%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000767,2025-11-01,PROP-0168,57 READE STREET,Manhattan,CIVIC CENTER,Mixed-Use Condo,Drew Thompson,Morgan Patel,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0168-11-10152 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000107,2025-11-01,PROP-0004,21 EAST 66 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Jordan Lee,Samira Khan,Vendor Invoice Review,Approval status: Rejected,Medium,In Review,Invoice INV-0004-11-00257 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001500,2025-11-01,PROP-0053,235 OCEAN PARKWAY,Brooklyn,KENSINGTON,Residential Condo,Jordan Lee,Nadia Williams,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-11-01. Expense variance -2.6%; income variance -9.9%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0002073,2025-11-01,PROP-0107,2 ELMWOOD PARK DRIVE,Staten Island,NEW SPRINGVILLE,Residential Condo,Jordan Lee,Samira Khan,Operations/SLA Review,Overdue work order,Medium,Open,Medium priority Security work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Open item follow-up
REV-0001034,2025-11-01,PROP-0124,2132 2 AVENUE,Manhattan,HARLEM-EAST,Mixed-Use Condo,Jordan Lee,Jordan Lee,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0124-11-07527 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001561,2025-11-01,PROP-0124,2132 2 AVENUE,Manhattan,HARLEM-EAST,Mixed-Use Condo,Jordan Lee,Jordan Lee,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-11-01. Expense variance -0.7%; income variance -9.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001237,2025-11-01,PROP-0136,55-16 MAIN STREET,Queens,FLUSHING-NORTH,Mixed-Use Condo,Jordan Lee,Casey Rivera,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-11-01. Expense variance 4.8%; income variance -9.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0002137,2025-11-01,PROP-0136,55-16 MAIN STREET,Queens,FLUSHING-NORTH,Mixed-Use Condo,Jordan Lee,Jordan Lee,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority HVAC work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001443,2025-11-01,PROP-0075,61-05 39 AVENUE,Queens,WOODSIDE,Multifamily Condo,Morgan Patel,Riley Chen,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-11-01. Expense variance 14.6%; income variance -3.8%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000004,2025-11-01,PROP-0148,257 WEST 93 STREET,Manhattan,UPPER WEST SIDE (79-96),Multifamily Condo,Morgan Patel,Riley Chen,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0148-11-08957 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000095,2025-11-01,PROP-0033,550 VANDERBILT AVENUE,Brooklyn,PROSPECT HEIGHTS,Multifamily Condo,Nadia Williams,Drew Thompson,Vendor Invoice Review,Late payment,Medium,In Review,Invoice INV-0033-11-02044 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001499,2025-11-01,PROP-0126,31-35 31 STREET,Queens,ASTORIA,Multifamily Condo,Nadia Williams,Samira Khan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-11-01. Expense variance 7.1%; income variance -10.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001330,2025-11-01,PROP-0003,113 ELDRIDGE STREET,Manhattan,LOWER EAST SIDE,Mixed-Use Condo,Riley Chen,Casey Rivera,Monthly Financial Review,Expense over budget,Medium,In Review,Expense over budget detected for 2025-11-01. Expense variance 17.0%; income variance -2.2%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000445,2025-11-01,PROP-0019,29 SOUTH 3 STREET,Brooklyn,WILLIAMSBURG-SOUTH,Mixed-Use Condo,Riley Chen,Taylor Morgan,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0019-11-01200 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000459,2025-11-01,PROP-0020,299 BEDFORD AVENUE,Brooklyn,WILLIAMSBURG-SOUTH,Retail-Adjacent Condo,Riley Chen,Drew Thompson,Vendor Invoice Review,Missing GL code,Medium,In Review,Invoice INV-0020-11-01269 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000505,2025-11-01,PROP-0057,727 OCEAN VIEW AVENUE,Brooklyn,BRIGHTON BEACH,Mixed-Use Condo,Riley Chen,Riley Chen,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0057-11-03481 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001807,2025-11-01,PROP-0082,415 EAST 54 STREET,Manhattan,MIDTOWN EAST,Multifamily Condo,Riley Chen,Morgan Patel,Operations/SLA Review,Overdue work order,Medium,In Review,Low priority Plumbing work order exceeded SLA expectations.,"Confirm vendor assignment, closure timeline, tenant impact, and recurring issue patterns.",Continue review
REV-0001283,2025-11-01,PROP-0110,339 EAST 74 STREET,Manhattan,UPPER EAST SIDE (59-79),Multifamily Condo,Riley Chen,Morgan Patel,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-11-01. Expense variance 0.9%; income variance -10.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000963,2025-11-01,PROP-0034,525 PARK AVENUE,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Samira Khan,Cameron Brooks,Vendor Invoice Review,Missing GL code,Medium,In Review,Invoice INV-0034-11-02090 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0000803,2025-11-01,PROP-0007,51 EAST 131 STREET,Manhattan,HARLEM-CENTRAL,Residential Condo,Taylor Morgan,Jordan Lee,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0007-11-00449 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0000196,2025-11-01,PROP-0068,42-83 HUNTER STREET,Queens,LONG ISLAND CITY,Retail-Adjacent Condo,Taylor Morgan,Samira Khan,Vendor Invoice Review,Approval status: Pending,Medium,In Review,Invoice INV-0068-11-04170 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Continue review
REV-0001416,2025-11-01,PROP-0068,42-83 HUNTER STREET,Queens,LONG ISLAND CITY,Retail-Adjacent Condo,Taylor Morgan,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-11-01. Expense variance 2.3%; income variance -8.6%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001459,2025-11-01,PROP-0091,321 5 AVENUE,Manhattan,MURRAY HILL,Residential Condo,Taylor Morgan,Avery Johnson,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-11-01. Expense variance -8.2%; income variance -10.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0001613,2025-11-01,PROP-0100,18 ORCHARD STREET,Manhattan,LOWER EAST SIDE,Residential Condo,Taylor Morgan,Cameron Brooks,Monthly Financial Review,Expense over budget,Medium,Open,Expense over budget detected for 2025-11-01. Expense variance 19.8%; income variance 1.0%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001346,2025-11-01,PROP-0115,25-47 23 STREET,Queens,ASTORIA,Multifamily Condo,Taylor Morgan,Cameron Brooks,Monthly Financial Review,Income below budget,Medium,In Review,Income below budget detected for 2025-11-01. Expense variance -2.0%; income variance -9.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Continue review
REV-0000906,2025-11-01,PROP-0140,80 RICHMOND HILL ROAD,Staten Island,NEW SPRINGVILLE,Multifamily Condo,Taylor Morgan,Riley Chen,Vendor Invoice Review,Approval status: Pending,Medium,Open,Invoice INV-0140-11-08500 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
REV-0001608,2025-10-01,PROP-0022,2408 OCEAN AVENUE,Brooklyn,MADISON,Multifamily Condo,Avery Johnson,Taylor Morgan,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-10-01. Expense variance -14.7%; income variance -11.5%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0001628,2025-10-01,PROP-0044,1019 SOUTHERN BOULEVARD,Bronx,MORRISANIA/LONGWOOD,Multifamily Condo,Avery Johnson,Drew Thompson,Monthly Financial Review,Income below budget,Medium,Open,Income below budget detected for 2025-10-01. Expense variance 6.3%; income variance -10.3%.,"Review budget assumptions, rent collections, vendor spend, and operating drivers.",Open item follow-up
REV-0000041,2025-10-01,PROP-0049,220 EAST 60 STREET,Manhattan,UPPER EAST SIDE (59-79),Retail-Adjacent Condo,Avery Johnson,Morgan Patel,Vendor Invoice Review,Late payment,Medium,Open,Invoice INV-0049-10-03011 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open item follow-up
