review_id,property_id,month,review_type,issue_category,severity,finding_description,recommendation,status,owner,synthetic_record
REV-0000610,PROP-0088,2025-02-01,Vendor Invoice Review,Approval status: Rejected,High,Invoice INV-0088-02-05344 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000611,PROP-0158,2025-01-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0158-01-09512 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000612,PROP-0005,2025-01-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0005-01-00273 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Avery Johnson,True
REV-0000613,PROP-0065,2025-01-01,Vendor Invoice Review,Late payment,Low,Invoice INV-0065-01-03943 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000614,PROP-0005,2025-12-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0005-12-00329 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Morgan Patel,True
REV-0000615,PROP-0173,2025-03-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0173-03-10413 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000616,PROP-0001,2025-12-01,Vendor Invoice Review,Late payment,High,Invoice INV-0001-12-00060 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000617,PROP-0069,2025-10-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0069-10-04226 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000618,PROP-0090,2025-11-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0090-11-05509 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Avery Johnson,True
REV-0000619,PROP-0142,2025-11-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0142-11-08611 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000620,PROP-0007,2025-10-01,Vendor Invoice Review,Approval status: Rejected,Medium,Invoice INV-0007-10-00441 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000621,PROP-0093,2025-11-01,Vendor Invoice Review,Potential duplicate invoice,High,Invoice INV-0093-06-05651 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000622,PROP-0165,2025-06-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0165-06-09951 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Morgan Patel,True
REV-0000623,PROP-0056,2025-08-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0056-08-03413 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Drew Thompson,True
REV-0000624,PROP-0071,2025-07-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0071-07-04336 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Drew Thompson,True
REV-0000625,PROP-0015,2025-06-01,Vendor Invoice Review,Missing GL code,Low,Invoice INV-0015-06-00938 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Samira Khan,True
REV-0000626,PROP-0124,2025-12-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0124-12-07530 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000627,PROP-0083,2025-11-01,Vendor Invoice Review,Potential duplicate invoice,Medium,Invoice INV-0083-01-05030 requires review: Potential duplicate invoice.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000628,PROP-0127,2025-11-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0127-11-07700 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Avery Johnson,True
REV-0000629,PROP-0118,2025-04-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0118-04-07140 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000630,PROP-0017,2025-02-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0017-02-01029 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000631,PROP-0142,2025-09-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0142-09-08604 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Drew Thompson,True
REV-0000632,PROP-0091,2025-01-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0091-01-05516 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Casey Rivera,True
REV-0000633,PROP-0043,2025-04-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0043-04-02599 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Avery Johnson,True
REV-0000634,PROP-0134,2025-10-01,Vendor Invoice Review,Missing GL code; Approval status: Rejected,High,"Invoice INV-0134-10-08110 requires review: Missing GL code, Approval status: Rejected.","Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000635,PROP-0029,2025-08-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0029-08-01788 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Drew Thompson,True
REV-0000636,PROP-0003,2025-02-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0003-02-00132 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Samira Khan,True
REV-0000637,PROP-0139,2025-11-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0139-11-08440 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Morgan Patel,True
REV-0000638,PROP-0156,2025-08-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0156-08-09430 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Taylor Morgan,True
REV-0000639,PROP-0125,2025-09-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0125-09-07574 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Nadia Williams,True
REV-0000640,PROP-0023,2025-05-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0023-05-01419 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Jordan Lee,True
REV-0000641,PROP-0085,2025-12-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0085-12-05201 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Riley Chen,True
REV-0000642,PROP-0111,2025-02-01,Vendor Invoice Review,Approval status: Rejected,Medium,Invoice INV-0111-02-06708 requires review: Approval status: Rejected.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",In Review,Riley Chen,True
REV-0000643,PROP-0064,2025-12-01,Vendor Invoice Review,Approval status: Pending,High,Invoice INV-0064-12-03934 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Riley Chen,True
REV-0000644,PROP-0102,2025-01-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0102-01-06159 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000645,PROP-0118,2025-05-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0118-05-07145 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Jordan Lee,True
REV-0000646,PROP-0156,2025-03-01,Vendor Invoice Review,Approval status: Pending,Medium,Invoice INV-0156-03-09402 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
REV-0000647,PROP-0069,2025-04-01,Vendor Invoice Review,Late payment,High,Invoice INV-0069-04-04198 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Nadia Williams,True
REV-0000648,PROP-0022,2025-12-01,Vendor Invoice Review,Missing GL code,Medium,Invoice INV-0022-12-01398 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Open,Nadia Williams,True
REV-0000649,PROP-0006,2025-05-01,Vendor Invoice Review,Late payment,Medium,Invoice INV-0006-05-00352 requires review: Late payment.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Avery Johnson,True
REV-0000650,PROP-0112,2025-01-01,Vendor Invoice Review,Missing GL code,High,Invoice INV-0112-01-06769 requires review: Missing GL code.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Nadia Williams,True
REV-0000651,PROP-0157,2025-06-01,Vendor Invoice Review,Approval status: Pending,Low,Invoice INV-0157-06-09474 requires review: Approval status: Pending.,"Validate invoice coding, approval trail, payment timing, and supporting documentation before month-end close.",Resolved,Taylor Morgan,True
